path,class_name,split
Apple_Black_rot/image (170).JPG,Apple_Black_rot,train
Apple_Black_rot/image (171).JPG,Apple_Black_rot,train
Apple_Black_rot/image (172).JPG,Apple_Black_rot,train
Apple_Black_rot/image (173).JPG,Apple_Black_rot,train
Apple_Black_rot/image (175).JPG,Apple_Black_rot,train
Apple_Black_rot/image (176).JPG,Apple_Black_rot,train
Apple_Black_rot/image (178).JPG,Apple_Black_rot,train
Apple_Black_rot/image (179).JPG,Apple_Black_rot,train
Apple_Black_rot/image (18).JPG,Apple_Black_rot,train
Apple_Black_rot/image (180).JPG,Apple_Black_rot,train
Apple_Black_rot/image (181).JPG,Apple_Black_rot,train
Apple_Black_rot/image (183).JPG,Apple_Black_rot,train
Apple_Black_rot/image (184).JPG,Apple_Black_rot,train
Apple_Black_rot/image (185).JPG,Apple_Black_rot,train
Apple_Black_rot/image (187).JPG,Apple_Black_rot,train
Apple_Black_rot/image (188).JPG,Apple_Black_rot,train
Apple_Black_rot/image (189).JPG,Apple_Black_rot,train
Apple_Black_rot/image (190).JPG,Apple_Black_rot,train
Apple_Black_rot/image (191).JPG,Apple_Black_rot,train
Apple_Black_rot/image (192).JPG,Apple_Black_rot,train
Apple_Black_rot/image (193).JPG,Apple_Black_rot,train
Apple_Black_rot/image (194).JPG,Apple_Black_rot,train
Apple_Black_rot/image (197).JPG,Apple_Black_rot,train
Apple_Black_rot/image (198).JPG,Apple_Black_rot,train
Apple_Black_rot/image (199).JPG,Apple_Black_rot,train
Apple_Black_rot/image (2).JPG,Apple_Black_rot,train
Apple_Black_rot/image (20).JPG,Apple_Black_rot,train
Apple_Black_rot/image (200).JPG,Apple_Black_rot,train
Apple_Black_rot/image (201).JPG,Apple_Black_rot,train
Apple_Black_rot/image (202).JPG,Apple_Black_rot,train
Apple_Black_rot/image (204).JPG,Apple_Black_rot,train
Apple_Black_rot/image (207).JPG,Apple_Black_rot,train
Apple_Black_rot/image (208).JPG,Apple_Black_rot,train
Apple_Black_rot/image (209).JPG,Apple_Black_rot,train
Apple_Black_rot/image (21).JPG,Apple_Black_rot,train
Apple_Black_rot/image (210).JPG,Apple_Black_rot,train
Apple_Black_rot/image (211).JPG,Apple_Black_rot,train
Apple_Black_rot/image (212).JPG,Apple_Black_rot,train
Apple_Black_rot/image (213).JPG,Apple_Black_rot,train
Apple_Black_rot/image (214).JPG,Apple_Black_rot,train
Apple_Black_rot/image (215).JPG,Apple_Black_rot,train
Apple_Black_rot/image (216).JPG,Apple_Black_rot,train
Apple_Black_rot/image (219).JPG,Apple_Black_rot,train
Apple_Black_rot/image (22).JPG,Apple_Black_rot,train
Apple_Black_rot/image (220).JPG,Apple_Black_rot,train
Apple_Black_rot/image (221).JPG,Apple_Black_rot,train
Apple_Black_rot/image (222).JPG,Apple_Black_rot,train
Apple_Black_rot/image (223).JPG,Apple_Black_rot,train
Apple_Black_rot/image (224).JPG,Apple_Black_rot,train
Apple_Black_rot/image (226).JPG,Apple_Black_rot,train
Apple_Black_rot/image (227).JPG,Apple_Black_rot,train
Apple_Black_rot/image (228).JPG,Apple_Black_rot,train
Apple_Black_rot/image (23).JPG,Apple_Black_rot,train
Apple_Black_rot/image (230).JPG,Apple_Black_rot,train
Apple_Black_rot/image (231).JPG,Apple_Black_rot,train
Apple_Black_rot/image (233).JPG,Apple_Black_rot,train
Apple_Black_rot/image (234).JPG,Apple_Black_rot,train
Apple_Black_rot/image (235).JPG,Apple_Black_rot,train
Apple_Black_rot/image (236).JPG,Apple_Black_rot,train
Apple_Black_rot/image (237).JPG,Apple_Black_rot,train
Apple_Black_rot/image (238).JPG,Apple_Black_rot,train
Apple_Black_rot/image (24).JPG,Apple_Black_rot,train
Apple_Black_rot/image (240).JPG,Apple_Black_rot,train
Apple_Black_rot/image (241).JPG,Apple_Black_rot,train
Apple_Black_rot/image (242).JPG,Apple_Black_rot,train
Apple_Black_rot/image (243).JPG,Apple_Black_rot,train
Apple_Black_rot/image (244).JPG,Apple_Black_rot,train
Apple_Black_rot/image (245).JPG,Apple_Black_rot,train
Apple_Black_rot/image (246).JPG,Apple_Black_rot,train
Apple_Black_rot/image (247).JPG,Apple_Black_rot,train
Apple_Black_rot/image (248).JPG,Apple_Black_rot,train
Apple_Black_rot/image (249).JPG,Apple_Black_rot,train
Apple_Black_rot/image (25).JPG,Apple_Black_rot,train
Apple_Black_rot/image (251).JPG,Apple_Black_rot,train
Apple_Black_rot/image (252).JPG,Apple_Black_rot,train
Apple_Black_rot/image (253).JPG,Apple_Black_rot,train
Apple_Black_rot/image (255).JPG,Apple_Black_rot,train
Apple_Black_rot/image (256).JPG,Apple_Black_rot,train
Apple_Black_rot/image (257).JPG,Apple_Black_rot,train
Apple_Black_rot/image (258).JPG,Apple_Black_rot,train
Apple_Black_rot/image (259).JPG,Apple_Black_rot,train
Apple_Black_rot/image (26).JPG,Apple_Black_rot,train
Apple_Black_rot/image (260).JPG,Apple_Black_rot,train
Apple_Black_rot/image (261).JPG,Apple_Black_rot,train
Apple_Black_rot/image (262).JPG,Apple_Black_rot,train
Apple_Black_rot/image (264).JPG,Apple_Black_rot,train
Apple_Black_rot/image (266).JPG,Apple_Black_rot,train
Apple_Black_rot/image (27).JPG,Apple_Black_rot,train
Apple_Black_rot/image (270).JPG,Apple_Black_rot,train
Apple_Black_rot/image (271).JPG,Apple_Black_rot,train
Apple_Black_rot/image (274).JPG,Apple_Black_rot,train
Apple_Black_rot/image (276).JPG,Apple_Black_rot,train
Apple_Black_rot/image (277).JPG,Apple_Black_rot,train
Apple_Black_rot/image (278).JPG,Apple_Black_rot,train
Apple_Black_rot/image (279).JPG,Apple_Black_rot,train
Apple_Black_rot/image (28).JPG,Apple_Black_rot,train
Apple_Black_rot/image (281).JPG,Apple_Black_rot,train
Apple_Black_rot/image (282).JPG,Apple_Black_rot,train
Apple_Black_rot/image (283).JPG,Apple_Black_rot,train
Apple_Black_rot/image (284).JPG,Apple_Black_rot,train
Apple_Black_rot/image (285).JPG,Apple_Black_rot,train
Apple_Black_rot/image (287).JPG,Apple_Black_rot,train
Apple_Black_rot/image (289).JPG,Apple_Black_rot,train
Apple_Black_rot/image (290).JPG,Apple_Black_rot,train
Apple_Black_rot/image (292).JPG,Apple_Black_rot,train
Apple_Black_rot/image (293).JPG,Apple_Black_rot,train
Apple_Black_rot/image (294).JPG,Apple_Black_rot,train
Apple_Black_rot/image (295).JPG,Apple_Black_rot,train
Apple_Black_rot/image (296).JPG,Apple_Black_rot,train
Apple_Black_rot/image (297).JPG,Apple_Black_rot,train
Apple_Black_rot/image (298).JPG,Apple_Black_rot,train
Apple_Black_rot/image (3).JPG,Apple_Black_rot,train
Apple_Black_rot/image (30).JPG,Apple_Black_rot,train
Apple_Black_rot/image (300).JPG,Apple_Black_rot,train
Apple_Black_rot/image (301).JPG,Apple_Black_rot,train
Apple_Black_rot/image (302).JPG,Apple_Black_rot,train
Apple_Black_rot/image (303).JPG,Apple_Black_rot,train
Apple_Black_rot/image (304).JPG,Apple_Black_rot,train
Apple_Black_rot/image (305).JPG,Apple_Black_rot,train
Apple_Black_rot/image (307).JPG,Apple_Black_rot,train
Apple_Black_rot/image (308).JPG,Apple_Black_rot,train
Apple_Black_rot/image (309).JPG,Apple_Black_rot,train
Apple_Black_rot/image (31).JPG,Apple_Black_rot,train
Apple_Black_rot/image (311).JPG,Apple_Black_rot,train
Apple_Black_rot/image (313).JPG,Apple_Black_rot,train
Apple_Black_rot/image (314).JPG,Apple_Black_rot,train
Apple_Black_rot/image (315).JPG,Apple_Black_rot,train
Apple_Black_rot/image (316).JPG,Apple_Black_rot,train
Apple_Black_rot/image (317).JPG,Apple_Black_rot,train
Apple_Black_rot/image (318).JPG,Apple_Black_rot,train
Apple_Black_rot/image (319).JPG,Apple_Black_rot,train
Apple_Black_rot/image (32).JPG,Apple_Black_rot,train
Apple_Black_rot/image (320).JPG,Apple_Black_rot,train
Apple_Black_rot/image (322).JPG,Apple_Black_rot,train
Apple_Black_rot/image (323).JPG,Apple_Black_rot,train
Apple_Black_rot/image (324).JPG,Apple_Black_rot,train
Apple_Black_rot/image (326).JPG,Apple_Black_rot,train
Apple_Black_rot/image (327).JPG,Apple_Black_rot,train
Apple_Black_rot/image (328).JPG,Apple_Black_rot,train
Apple_Black_rot/image (33).JPG,Apple_Black_rot,train
Apple_Black_rot/image (330).JPG,Apple_Black_rot,train
Apple_Black_rot/image (332).JPG,Apple_Black_rot,train
Apple_Black_rot/image (333).JPG,Apple_Black_rot,train
Apple_Black_rot/image (334).JPG,Apple_Black_rot,train
Apple_Black_rot/image (335).JPG,Apple_Black_rot,train
Apple_Black_rot/image (336).JPG,Apple_Black_rot,train
Apple_Black_rot/image (337).JPG,Apple_Black_rot,train
Apple_Black_rot/image (338).JPG,Apple_Black_rot,train
Apple_Black_rot/image (34).JPG,Apple_Black_rot,train
Apple_Black_rot/image (340).JPG,Apple_Black_rot,train
Apple_Black_rot/image (341).JPG,Apple_Black_rot,train
Apple_Black_rot/image (342).JPG,Apple_Black_rot,train
Apple_Black_rot/image (343).JPG,Apple_Black_rot,train
Apple_Black_rot/image (344).JPG,Apple_Black_rot,train
Apple_Black_rot/image (345).JPG,Apple_Black_rot,train
Apple_Black_rot/image (346).JPG,Apple_Black_rot,train
Apple_Black_rot/image (347).JPG,Apple_Black_rot,train
Apple_Black_rot/image (348).JPG,Apple_Black_rot,train
Apple_Black_rot/image (349).JPG,Apple_Black_rot,train
Apple_Black_rot/image (35).JPG,Apple_Black_rot,train
Apple_Black_rot/image (350).JPG,Apple_Black_rot,train
Apple_Black_rot/image (351).JPG,Apple_Black_rot,train
Apple_Black_rot/image (352).JPG,Apple_Black_rot,train
Apple_Black_rot/image (353).JPG,Apple_Black_rot,train
Apple_Black_rot/image (354).JPG,Apple_Black_rot,train
Apple_Black_rot/image (355).JPG,Apple_Black_rot,train
Apple_Black_rot/image (356).JPG,Apple_Black_rot,train
Apple_Black_rot/image (358).JPG,Apple_Black_rot,train
Apple_Black_rot/image (359).JPG,Apple_Black_rot,train
Apple_Black_rot/image (36).JPG,Apple_Black_rot,train
Apple_Black_rot/image (360).JPG,Apple_Black_rot,train
Apple_Black_rot/image (361).JPG,Apple_Black_rot,train
Apple_Black_rot/image (362).JPG,Apple_Black_rot,train
Apple_Black_rot/image (365).JPG,Apple_Black_rot,train
Apple_Black_rot/image (366).JPG,Apple_Black_rot,train
Apple_Black_rot/image (368).JPG,Apple_Black_rot,train
Apple_Black_rot/image (369).JPG,Apple_Black_rot,train
Apple_Black_rot/image (37).JPG,Apple_Black_rot,train
Apple_Black_rot/image (370).JPG,Apple_Black_rot,train
Apple_Black_rot/image (371).JPG,Apple_Black_rot,train
Apple_Black_rot/image (372).JPG,Apple_Black_rot,train
Apple_Black_rot/image (373).JPG,Apple_Black_rot,train
Apple_Black_rot/image (374).JPG,Apple_Black_rot,train
Apple_Black_rot/image (375).JPG,Apple_Black_rot,train
Apple_Black_rot/image (378).JPG,Apple_Black_rot,train
Apple_Black_rot/image (379).JPG,Apple_Black_rot,train
Apple_Black_rot/image (38).JPG,Apple_Black_rot,train
Apple_Black_rot/image (381).JPG,Apple_Black_rot,train
Apple_Black_rot/image (382).JPG,Apple_Black_rot,train
Apple_Black_rot/image (383).JPG,Apple_Black_rot,train
Apple_Black_rot/image (385).JPG,Apple_Black_rot,train
Apple_Black_rot/image (387).JPG,Apple_Black_rot,train
Apple_Black_rot/image (388).JPG,Apple_Black_rot,train
Apple_Black_rot/image (389).JPG,Apple_Black_rot,train
Apple_Black_rot/image (39).JPG,Apple_Black_rot,train
Apple_Black_rot/image (390).JPG,Apple_Black_rot,train
Apple_Black_rot/image (391).JPG,Apple_Black_rot,train
Apple_Black_rot/image (394).JPG,Apple_Black_rot,train
Apple_Black_rot/image (395).JPG,Apple_Black_rot,train
Apple_Black_rot/image (397).JPG,Apple_Black_rot,train
Apple_Black_rot/image (398).JPG,Apple_Black_rot,train
Apple_Black_rot/image (399).JPG,Apple_Black_rot,train
Apple_Black_rot/image (4).JPG,Apple_Black_rot,train
Apple_Black_rot/image (40).JPG,Apple_Black_rot,train
Apple_Black_rot/image (400).JPG,Apple_Black_rot,train
Apple_Black_rot/image (401).JPG,Apple_Black_rot,train
Apple_Black_rot/image (402).JPG,Apple_Black_rot,train
Apple_Black_rot/image (403).JPG,Apple_Black_rot,train
Apple_Black_rot/image (404).JPG,Apple_Black_rot,train
Apple_Black_rot/image (406).JPG,Apple_Black_rot,train
Apple_Black_rot/image (407).JPG,Apple_Black_rot,train
Apple_Black_rot/image (408).JPG,Apple_Black_rot,train
Apple_Black_rot/image (409).JPG,Apple_Black_rot,train
Apple_Black_rot/image (41).JPG,Apple_Black_rot,train
Apple_Black_rot/image (412).JPG,Apple_Black_rot,train
Apple_Black_rot/image (413).JPG,Apple_Black_rot,train
Apple_Black_rot/image (414).JPG,Apple_Black_rot,train
Apple_Black_rot/image (415).JPG,Apple_Black_rot,train
Apple_Black_rot/image (416).JPG,Apple_Black_rot,train
Apple_Black_rot/image (417).JPG,Apple_Black_rot,train
Apple_Black_rot/image (418).JPG,Apple_Black_rot,train
Apple_Black_rot/image (419).JPG,Apple_Black_rot,train
Apple_Black_rot/image (42).JPG,Apple_Black_rot,train
Apple_Black_rot/image (422).JPG,Apple_Black_rot,train
Apple_Black_rot/image (423).JPG,Apple_Black_rot,train
Apple_Black_rot/image (424).JPG,Apple_Black_rot,train
Apple_Black_rot/image (425).JPG,Apple_Black_rot,train
Apple_Black_rot/image (426).JPG,Apple_Black_rot,train
Apple_Black_rot/image (428).JPG,Apple_Black_rot,train
Apple_Black_rot/image (429).JPG,Apple_Black_rot,train
Apple_Black_rot/image (43).JPG,Apple_Black_rot,train
Apple_Black_rot/image (430).JPG,Apple_Black_rot,train
Apple_Black_rot/image (431).JPG,Apple_Black_rot,train
Apple_Black_rot/image (432).JPG,Apple_Black_rot,train
Apple_Black_rot/image (434).JPG,Apple_Black_rot,train
Apple_Black_rot/image (435).JPG,Apple_Black_rot,train
Apple_Black_rot/image (436).JPG,Apple_Black_rot,train
Apple_Black_rot/image (437).JPG,Apple_Black_rot,train
Apple_Black_rot/image (44).JPG,Apple_Black_rot,train
Apple_Black_rot/image (440).JPG,Apple_Black_rot,train
Apple_Black_rot/image (443).JPG,Apple_Black_rot,train
Apple_Black_rot/image (444).JPG,Apple_Black_rot,train
Apple_Black_rot/image (445).JPG,Apple_Black_rot,train
Apple_Black_rot/image (446).JPG,Apple_Black_rot,train
Apple_Black_rot/image (447).JPG,Apple_Black_rot,train
Apple_Black_rot/image (448).JPG,Apple_Black_rot,train
Apple_Black_rot/image (449).JPG,Apple_Black_rot,train
Apple_Black_rot/image (45).JPG,Apple_Black_rot,train
Apple_Black_rot/image (450).JPG,Apple_Black_rot,train
Apple_Black_rot/image (451).JPG,Apple_Black_rot,train
Apple_Black_rot/image (452).JPG,Apple_Black_rot,train
Apple_Black_rot/image (453).JPG,Apple_Black_rot,train
Apple_Black_rot/image (454).JPG,Apple_Black_rot,train
Apple_Black_rot/image (455).JPG,Apple_Black_rot,train
Apple_Black_rot/image (456).JPG,Apple_Black_rot,train
Apple_Black_rot/image (457).JPG,Apple_Black_rot,train
Apple_Black_rot/image (458).JPG,Apple_Black_rot,train
Apple_Black_rot/image (460).JPG,Apple_Black_rot,train
Apple_Black_rot/image (461).JPG,Apple_Black_rot,train
Apple_Black_rot/image (463).JPG,Apple_Black_rot,train
Apple_Black_rot/image (464).JPG,Apple_Black_rot,train
Apple_Black_rot/image (465).JPG,Apple_Black_rot,train
Apple_Black_rot/image (466).JPG,Apple_Black_rot,train
Apple_Black_rot/image (467).JPG,Apple_Black_rot,train
Apple_Black_rot/image (468).JPG,Apple_Black_rot,train
Apple_Black_rot/image (469).JPG,Apple_Black_rot,train
Apple_Black_rot/image (47).JPG,Apple_Black_rot,train
Apple_Black_rot/image (470).JPG,Apple_Black_rot,train
Apple_Black_rot/image (471).JPG,Apple_Black_rot,train
Apple_Black_rot/image (472).JPG,Apple_Black_rot,train
Apple_Black_rot/image (474).JPG,Apple_Black_rot,train
Apple_Black_rot/image (475).JPG,Apple_Black_rot,train
Apple_Black_rot/image (477).JPG,Apple_Black_rot,train
Apple_Black_rot/image (478).JPG,Apple_Black_rot,train
Apple_Black_rot/image (48).JPG,Apple_Black_rot,train
Apple_Black_rot/image (480).JPG,Apple_Black_rot,train
Apple_Black_rot/image (481).JPG,Apple_Black_rot,train
Apple_Black_rot/image (482).JPG,Apple_Black_rot,train
Apple_Black_rot/image (483).JPG,Apple_Black_rot,train
Apple_Black_rot/image (484).JPG,Apple_Black_rot,train
Apple_Black_rot/image (486).JPG,Apple_Black_rot,train
Apple_Black_rot/image (487).JPG,Apple_Black_rot,train
Apple_Black_rot/image (488).JPG,Apple_Black_rot,train
Apple_Black_rot/image (489).JPG,Apple_Black_rot,train
Apple_Black_rot/image (49).JPG,Apple_Black_rot,train
Apple_Black_rot/image (490).JPG,Apple_Black_rot,train
Apple_Black_rot/image (491).JPG,Apple_Black_rot,train
Apple_Black_rot/image (493).JPG,Apple_Black_rot,train
Apple_Black_rot/image (494).JPG,Apple_Black_rot,train
Apple_Black_rot/image (495).JPG,Apple_Black_rot,train
Apple_Black_rot/image (496).JPG,Apple_Black_rot,train
Apple_Black_rot/image (497).JPG,Apple_Black_rot,train
Apple_Black_rot/image (498).JPG,Apple_Black_rot,train
Apple_Black_rot/image (5).JPG,Apple_Black_rot,train
Apple_Black_rot/image (50).JPG,Apple_Black_rot,train
Apple_Black_rot/image (501).JPG,Apple_Black_rot,train
Apple_Black_rot/image (502).JPG,Apple_Black_rot,train
Apple_Black_rot/image (503).JPG,Apple_Black_rot,train
Apple_Black_rot/image (504).JPG,Apple_Black_rot,train
Apple_Black_rot/image (505).JPG,Apple_Black_rot,train
Apple_Black_rot/image (506).JPG,Apple_Black_rot,train
Apple_Black_rot/image (507).JPG,Apple_Black_rot,train
Apple_Black_rot/image (508).JPG,Apple_Black_rot,train
Apple_Black_rot/image (509).JPG,Apple_Black_rot,train
Apple_Black_rot/image (51).JPG,Apple_Black_rot,train
Apple_Black_rot/image (512).JPG,Apple_Black_rot,train
Apple_Black_rot/image (513).JPG,Apple_Black_rot,train
Apple_Black_rot/image (514).JPG,Apple_Black_rot,train
Apple_Black_rot/image (515).JPG,Apple_Black_rot,train
Apple_Black_rot/image (517).JPG,Apple_Black_rot,train
Apple_Black_rot/image (518).JPG,Apple_Black_rot,train
Apple_Black_rot/image (519).JPG,Apple_Black_rot,train
Apple_Black_rot/image (52).JPG,Apple_Black_rot,train
Apple_Black_rot/image (521).JPG,Apple_Black_rot,train
Apple_Black_rot/image (522).JPG,Apple_Black_rot,train
Apple_Black_rot/image (523).JPG,Apple_Black_rot,train
Apple_Black_rot/image (524).JPG,Apple_Black_rot,train
Apple_Black_rot/image (525).JPG,Apple_Black_rot,train
Apple_Black_rot/image (526).JPG,Apple_Black_rot,train
Apple_Black_rot/image (529).JPG,Apple_Black_rot,train
Apple_Black_rot/image (53).JPG,Apple_Black_rot,train
Apple_Black_rot/image (530).JPG,Apple_Black_rot,train
Apple_Black_rot/image (531).JPG,Apple_Black_rot,train
Apple_Black_rot/image (533).JPG,Apple_Black_rot,train
Apple_Black_rot/image (534).JPG,Apple_Black_rot,train
Apple_Black_rot/image (535).JPG,Apple_Black_rot,train
Apple_Black_rot/image (536).JPG,Apple_Black_rot,train
Apple_Black_rot/image (537).JPG,Apple_Black_rot,train
Apple_Black_rot/image (538).JPG,Apple_Black_rot,train
Apple_Black_rot/image (539).JPG,Apple_Black_rot,train
Apple_Black_rot/image (540).JPG,Apple_Black_rot,train
Apple_Black_rot/image (541).JPG,Apple_Black_rot,train
Apple_Black_rot/image (542).JPG,Apple_Black_rot,train
Apple_Black_rot/image (543).JPG,Apple_Black_rot,train
Apple_Black_rot/image (545).JPG,Apple_Black_rot,train
Apple_Black_rot/image (546).JPG,Apple_Black_rot,train
Apple_Black_rot/image (547).JPG,Apple_Black_rot,train
Apple_Black_rot/image (548).JPG,Apple_Black_rot,train
Apple_Black_rot/image (549).JPG,Apple_Black_rot,train
Apple_Black_rot/image (55).JPG,Apple_Black_rot,train
Apple_Black_rot/image (552).JPG,Apple_Black_rot,train
Apple_Black_rot/image (554).JPG,Apple_Black_rot,train
Apple_Black_rot/image (555).JPG,Apple_Black_rot,train
Apple_Black_rot/image (557).JPG,Apple_Black_rot,train
Apple_Black_rot/image (558).JPG,Apple_Black_rot,train
Apple_Black_rot/image (559).JPG,Apple_Black_rot,train
Apple_Black_rot/image (56).JPG,Apple_Black_rot,train
Apple_Black_rot/image (560).JPG,Apple_Black_rot,train
Apple_Black_rot/image (561).JPG,Apple_Black_rot,train
Apple_Black_rot/image (563).JPG,Apple_Black_rot,train
Apple_Black_rot/image (564).JPG,Apple_Black_rot,train
Apple_Black_rot/image (565).JPG,Apple_Black_rot,train
Apple_Black_rot/image (566).JPG,Apple_Black_rot,train
Apple_Black_rot/image (567).JPG,Apple_Black_rot,train
Apple_Black_rot/image (568).JPG,Apple_Black_rot,train
Apple_Black_rot/image (569).JPG,Apple_Black_rot,train
Apple_Black_rot/image (57).JPG,Apple_Black_rot,train
Apple_Black_rot/image (570).JPG,Apple_Black_rot,train
Apple_Black_rot/image (573).JPG,Apple_Black_rot,train
Apple_Black_rot/image (574).JPG,Apple_Black_rot,train
Apple_Black_rot/image (575).JPG,Apple_Black_rot,train
Apple_Black_rot/image (576).JPG,Apple_Black_rot,train
Apple_Black_rot/image (577).JPG,Apple_Black_rot,train
Apple_Black_rot/image (578).JPG,Apple_Black_rot,train
Apple_Black_rot/image (579).JPG,Apple_Black_rot,train
Apple_Black_rot/image (58).JPG,Apple_Black_rot,train
Apple_Black_rot/image (582).JPG,Apple_Black_rot,train
Apple_Black_rot/image (583).JPG,Apple_Black_rot,train
Apple_Black_rot/image (584).JPG,Apple_Black_rot,train
Apple_Black_rot/image (585).JPG,Apple_Black_rot,train
Apple_Black_rot/image (586).JPG,Apple_Black_rot,train
Apple_Black_rot/image (587).JPG,Apple_Black_rot,train
Apple_Black_rot/image (588).JPG,Apple_Black_rot,train
Apple_Black_rot/image (589).JPG,Apple_Black_rot,train
Apple_Black_rot/image (59).JPG,Apple_Black_rot,train
Apple_Black_rot/image (590).JPG,Apple_Black_rot,train
Apple_Black_rot/image (591).JPG,Apple_Black_rot,train
Apple_Black_rot/image (592).JPG,Apple_Black_rot,train
Apple_Black_rot/image (594).JPG,Apple_Black_rot,train
Apple_Black_rot/image (595).JPG,Apple_Black_rot,train
Apple_Black_rot/image (596).JPG,Apple_Black_rot,train
Apple_Black_rot/image (597).JPG,Apple_Black_rot,train
Apple_Black_rot/image (599).JPG,Apple_Black_rot,train
Apple_Black_rot/image (6).JPG,Apple_Black_rot,train
Apple_Black_rot/image (601).JPG,Apple_Black_rot,train
Apple_Black_rot/image (602).JPG,Apple_Black_rot,train
Apple_Black_rot/image (604).JPG,Apple_Black_rot,train
Apple_Black_rot/image (605).JPG,Apple_Black_rot,train
Apple_Black_rot/image (607).JPG,Apple_Black_rot,train
Apple_Black_rot/image (608).JPG,Apple_Black_rot,train
Apple_Black_rot/image (609).JPG,Apple_Black_rot,train
Apple_Black_rot/image (611).JPG,Apple_Black_rot,train
Apple_Black_rot/image (612).JPG,Apple_Black_rot,train
Apple_Black_rot/image (613).JPG,Apple_Black_rot,train
Apple_Black_rot/image (614).JPG,Apple_Black_rot,train
Apple_Black_rot/image (616).JPG,Apple_Black_rot,train
Apple_Black_rot/image (617).JPG,Apple_Black_rot,train
Apple_Black_rot/image (618).JPG,Apple_Black_rot,train
Apple_Black_rot/image (63).JPG,Apple_Black_rot,train
Apple_Black_rot/image (67).JPG,Apple_Black_rot,train
Apple_Black_rot/image (68).JPG,Apple_Black_rot,train
